GO:0000034~adenine deaminase activity	add,
GO:0016783~sulfurtransferase activity	BPSS1766,thiG,mnmA,fdhD,ttcA,lipA,
GO:0016787~hydrolase activity	oxa,mprA,BPSS1555,penA,apaH,gspO,ribD,BPSS2343,lipA2,BPSS2304,BPSS2297,BPSS2256,BPSS2211,BPSS2205,BPSS2176,BPSS2175,acyP,BPSS2128,BPSS2126,BPSS2081,ansA,BPSS2047,BPSS2041,BPSS1992,BPSS1987,BPSS1983,BPSS1977,BPSS1973,cdd,atpE,atpG,BPSS1907,cheB2,BPSS1832,BPSS1819,BPSS1797,BPSS1784,amn,BPSS1771,polA,BPSS1767,xseB,folE2,lipA1,BPSS1734,BPSS1676,bglB,speB,bcsZ,BPSS1562,BPSS1561,bsaS,folE,BPSS1413,cif,BPSS1331,BPSS1330,acdS,BPSS1308,BPSS1288,dtmL,BPSS1251,BPSS1250,ftsI,BPSS1175,BPSS1164,BPSS1125,BPSS1121,ftsH,BPSS1108,BPSS1100,BPSS1058,BPSS1052,BPSS1019,BPSS0974,mgtB,BPSS0962,ddpX,BPSS0923,BPSS0921,BPSS0899,BPSS0889,ribA,BPSS0856,BPSS0855,BPSS0852,BPSS0827,BPSS0816,BPSS0815,BPSS0793,BPSS0791,BPSS0790,BPSS0789,BPSS0784,BPSS0769,codA,BPSS0693,BPSS0692,treA,BPSS0666,BPSS0654,BPSS0650,glsA,BPSS0622,BPSS0570,BPSS0560,purU,BPSS0542,BPSS0514,BPSS0470,BPSS0403,BPSS0390,BPSS0388,uvrB,BPSS0348,BPSS0291,BPSS0271,BPSS0267,BPSS0238,pip,BPSS0200,pxpA2,BPSS0195,BPSS0194,BPSS0148,dbpA,BPSS0144,BPSS0046,BPSS0010,atpB,priA,rep,BPSL3337,tag,BPSL3315,cheD,cheB1,cheZ,ahcY,BPSL3286,recQ,mrcA,BPSL3167,ugpQ,BPSL3156,hisH,hisI,hisE,BPSL3125,BPSL3089,BPSL3070,BPSL3069,BPSL3068,ettA,BPSL3066,ung,gph,BPSL3046,lpxC,BPSL3013,obg,rppH,BPSL2961,BPSL2958,alc2,allA,pyrC,dtd,ruvB,ruvA,ruvC,purH,BPSL2892,nudJ,recG,tldD,BPSL2837,pcnB,wcbN,wcbS,BPSL2779,BPSL2771,BPSL2760,BPSL2738,BPSL2716,BPSL2712,BPSL2692,pyrX,ureC,ureB,ureA,uppP2,BPSL2639,BPSL2618,pgl,BPSL2568,BPSL2566,spoT,fbp,BPSL2544,guaD,add,BPSL2535,BPSL2524,BPSL2504,rsgA,BPSL2482,orn,BPSL2470,rne,BPSL2450,BPSL2446,BPSL2433,lepA,lepB,rnc,nagZ,otsB,BPSL2401,astB,astE,hutI,BPSL2339,BPSL2337,BPSL2305,folD,BPSL2291,BPSL2279,BPSL2264,BPSL2261,suhB,lpxH,map2,BPSL2187,radA,dapE,def,glnD,map,BPSL2152,rnhB,BPSL2142,tadA,BPSL2122,alc1,BPSL2113,BPSL2112,BPSL2104,BPSL2101,mfd,BPSL2080,BPSL2078,BPSL2077,phaZ,BPSL2055,BPSL2034,BPSL2015,BPSL2013,BPSL1979,BPSL1978,BPSL1957,BPSL1948,typA,rnr,BPSL1863,BPSL1860,lexA,BPSL1765,BPSL1763,arcA,BPSL1710,BPSL1682,BPSL1681,BPSL1644,BPSL1623,BPSL1582,BPSL1560,BPSL1543,BPSL1530,surE,rho,dnaB,BPSL1455,ansB,BPSL1431,lon,clpP,uppP1,BPSL1374,gloB,rnhA,dnaQ,cpdA,recD,recB,recC,BPSL1247,BPSL1226,BPSL1191,BPSL1187,kdpB,BPSL1159,cafA,BPSL1135,rhlE2,nth,BPSL1078,BPSL1076,uup,ppa,BPSL1005,dcd,BPSL1000,pepA,BPSL0934,BPSL0917,lspA,dut,xseA,BPSL0860,BPSL0859,kynB,kynU,BPSL0832,fghA,BPSL0808,BPSL0803,BPSL0789,BPSL0787,BPSL0758,BPSL0730,BPSL0716,BPSL0702,rhlE1,BPSL0679,ybeY,BPSL0666,BPSL0654,BPSL0645,dan,BPSL0623,BPSL0611,BPSL0578,BPSL0574,mutY,mutM,pth,BPSL0505,BPSL0500,BPSL0496,BPSL0442,BPSL0416,BPSL0408,cpdB,BPSL0390,aceK,BPSL0368,BPSL0343,plcN2,BPSL0337,BPSL0336,BPSL0329,silP,BPSL0278,cca,BPSL0259,BPSL0258,pxpA1,fliI,hslV,BPSL0199,BPSL0194,mrdA,htpX,BPSL0110,BPSL0101,mnmE,rnpA,BPSL0043,plcN,
GO:0016788~hydrolase activity, acting on ester bonds	BPSS2119,BPSS1998,BPSS1676,BPSS1312,BPSS1058,BPSS0855,BPSS0388,BPSS0267,BPSS0067,BPSS0010,BPSL3357,acpA,BPSL3229,dtd,BPSL2771,BPSL2692,astE,BPSL2275,BPSL2237,BPSL2018,BPSL1876,BPSL1707,BPSL1561,BPSL1439,BPSL1411,BPSL0803,BPSL0537,cpdB,aceK,plcN2,plcN,
GO:0016790~thiolester hydrolase activity	paaI,BPSL2760,BPSL2470,BPSL0654,
GO:0016791~phosphatase activity	BPSS2256,BPSS1832,BPSL3315,gph,wcbN,BPSL2779,fbp,BPSL2524,otsB,BPSL2291,BPSL0666,cpdB,aceK,BPSL0361,BPSL0360,cca,
GO:0016793~triphosphoric monoester hydrolase activity	BPSL3167,
GO:0016798~hydrolase activity, acting on glycosyl bonds	BPSS2081,BPSS1977,amn,bglB,bcsZ,BPSS0852,treA,BPSS0542,BPSS0144,tag,ung,BPSL3046,BPSL2568,nagZ,BPSL2078,BPSL2015,BPSL1957,nth,BPSL0611,mutY,mutM,BPSL0278,BPSL0101,
GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds	BPSS0852,ung,mutM,
GO:0016805~dipeptidase activity	ddpX,
GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	BPSS2302,BPSS2047,BPSS1928,BPSS1116,codA,BPSS0441,phnM,pyrX,ureC,guaD,hutI,BPSL2339,BPSL2118,BPSL2112,BPSL1952,BPSL1681,BPSL1468,dan,BPSL0496,
GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	BPSS1676,BPSS0470,BPSS0200,BPSL2535,BPSL2337,BPSL1710,BPSL0730,dan,
GO:0016812~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	pyrC,hutI,
GO:0016813~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	speB,BPSS1251,BPSL1682,BPSL1076,
GO:0016817~hydrolase activity, acting on acid anhydrides	BPSS0382,BPSL0082,
GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	BPSS2045,BPSS1291,BPSS0856,rppH,BPSL1530,
GO:0016823~hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	BPSL1995,
GO:0016829~lyase activity	rmlB,ilvA,BPSS2261,BPSS2161,BPSS2159,BPSS2150,BPSS2149,dsdA,BPSS2041,BPSS2025,BPSS2021,deoC,mhpE,citB,prpD,BPSS1723,leuC,leuD,trpB,trpA,metZ,gca,BPSS1639,BPSS1417,sdaB,BPSS1146,BPSS1143,BPSS1009,BPSS1006,BPSS1001,BPSS0819,BPSS0790,BPSS0789,hpcH,hpcG,rfbG,BPSS0372,aroQ,BPSS0339,BPSS0331,ltaE,acnA,prpB,pcaC,pcaB,adc,BPSL3425,pheC,hemE,eutB,eutC,sdaA,BPSL3363,rlpA,hemB,lysA,aroB,hisB,hisH,hisF,trpC,trpG,trpE,BPSL3046,paaG,paaF,BPSL2970,pyrF,cynS,cynT,allA,edd,eda,purB,phnJ,hemH,ubiD,ribB,pheA,fumC,moaA,rluC,BPSL2372,BPSL2349,hutH,hutU,iscS,eno,dapA,BPSL2214,BPSL2194,aceA,fabZ,BPSL2117,ispF,aroC,argH,BPSL1715,BPSL1714,BPSL1676,BPSL1542,BPSL1532,thrC,gcl,mltG,nnrE,pckG,thiC,BPSL1203,psd,mgsA,nth,ubiC,ppc,panD,cobC,ilvD,BPSL0962,BPSL0936,BPSL0930,dfp,BPSL0865,purK,purE,cbbA,moaC,BPSL0671,gloA,BPSL0628,mutM,leuA,BPSL0372,BPSL0333,BPSL0191,BPSL0179,queE,
GO:0016830~carbon-carbon lyase activity	BPSS2025,BPSS2021,thiC,
GO:0016831~carboxy-lyase activity	BPSS2261,BPSS2245,BPSS2041,BPSS1453,BPSS0303,adc,hemE,lysA,trpC,pyrF,ubiD,BPSL2117,BPSL1331,pckG,psd,BPSL1003,panD,dfp,BPSL0486,
GO:0016832~aldehyde-lyase activity	cbbA,
GO:0016833~oxo-acid-lyase activity	mhpE,prpB,BPSL0333,
GO:0016835~carbon-oxygen lyase activity	pchB,
GO:0016836~hydro-lyase activity	dsdA,BPSS0372,pheC,edd,pheA,fabZ,
GO:0016838~carbon-oxygen lyase activity, acting on phosphates	aroB,
GO:0016840~carbon-nitrogen lyase activity	queE,
GO:0016841~ammonia-lyase activity	hutH,BPSL1676,
GO:0016846~carbon-sulfur lyase activity	BPSS2020,BPSS0985,BPSL2745,BPSL0700,
GO:0016853~isomerase activity	BPSL2670,rmlC,hldD,shc,BPSS2067,BPSS2033,wecB,catC,catB,fbp,truA,trpF,hyi,BPSS1383a,BPSS1155,BPSS1000,BPSS0779,dadX,BPSS0710,hpcD,BPSS0622,BPSS0621,BPSS0610,pchA,BPSS0509,groEL2,murI,BPSS0332,BPSS0305,BPSS0254,BPSS0218,BPSS0209,pcaB,BPSL3273,hisA,rpe,BPSL2964,queA,BPSL2770,BPSL2719,pgm,hemL,BPSL2555,gyrA,pheA,rluC,BPSL2254,ppiB,ppiA,BPSL2162,BPSL2075,BPSL1997,BPSL1921,truB,rpiA,cobH,BPSL1532,BPSL1418,nnrE,pgi,BPSL1410,tig,BPSL1382,glmM,tpiA,parC,parE,BPSL0930,BPSL0918,BPSL0895,purE,BPSL0725,surA,BPSL0651,BPSL0538,BPSL0513,gpmA,BPSL0419,BPSL0391,BPSL0321,dapF,BPSL0118,gyrB,gmhA,groEL1,
GO:0016855~racemase and epimerase activity, acting on amino acids and derivatives	murI,
GO:0016857~racemase and epimerase activity, acting on carbohydrates and derivatives	BPSS0795,rpe,
GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses	BPSS0254,BPSL1997,
GO:0016866~intramolecular transferase activity	shc,BPSL2162,BPSL1921,BPSL0930,BPSL0895,
GO:0016868~intramolecular transferase activity, phosphotransferases	pgm,glmM,gpmA,
GO:0016874~ligase activity	BPSS2211,BPSS2130,BPSS2042,BPSS2034,BPSS2031,trpS,accD,folC,nadE,BPSS1447,BPSS1445,BPSS1317,ileS2,BPSS0820,pchD,BPSS0481,acsA,BPSS0302,BPSS0299,accC,asnO,kbl,BPSL3394,BPSL3387,paaA,fadD,murE,murF,murD,murC,ddl,proS,mpl,leuS,tyrS,purM,serS,pncB,glnA,lysS,pyrG,cysS,accA,tilS,BPSL2214,gltX,ligA,guaA,glnS,alaS,valS,thrS,pheS,pheT,argG,BPSL1715,purA,hisS,gcl,purL,carB,carA,BPSL1181,purD,dnaE,gluQ,metG,panC,ileS1,dfp,purK,purC,sucD,sucC,BPSL0717,BPSL0682,glyQ,glyS,aspS,gshB,gshA,BPSL0398,argS,bioD,BPSL0261,gatB,gatA,gatC,queC,BPSL0001,
GO:0016879~ligase activity, forming carbon-nitrogen bonds	tilS,queC,BPSL0001,
GO:0016881~acid-amino acid ligase activity	folC,murE,murF,mpl,
GO:0016884~carbon-nitrogen ligase activity, with glutamine as amido-N-donor	BPSS1757,gatB,
GO:0016887~ATP hydrolysis activity	dnaK,BPSS2094,BPSS1627,bsaS,BPSS1502,sctN,BPSS1291,ftsH,BPSS1096,BPSS1095,BPSS0522,groEL2,groS,uvrB,BPSS0174,dbpA,BPSS0116,uvrA,priA,rep,recQ,clpB,BPSL3080,ettA,ychF,ruvB,ruvA,recG,mutL,BPSL2602,minD,hscA,BPSL2187,smc,mfd,BPSL1979,BPSL1767,dnaB,BPSL1443,lon,clpX,recB,rhlE2,BPSL1098,htpG,uup,BPSL1000,clpA,rhlE1,BPSL0245,fliI,hslU,groEL1,
GO:0016896~exoribonuclease activity, producing 5'-phosphomonoesters	orn,
GO:0016899~oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	BPSL0707,
GO:0016903~oxidoreductase activity, acting on the aldehyde or oxo group of donors	BPSL3241,BPSL0356,
GO:0016987~sigma factor activity	rpoS,BPSS2347,rpoN,BPSS1841,rpoD,BPSS1275,BPSS1027,BPSS1022,BPSS0057,fliA,rpoE,BPSL1787,BPSL1686,BPSL1456,BPSL1195,BPSL1130,rpoH,BPSL0103,BPSL0070,
GO:0016989~sigma factor antagonist activity	BPSL2435,
GO:0016990~arginine deiminase activity	arcA,
GO:0016992~lipoate synthase activity	lipA,
GO:0016993~precorrin-8X methylmutase activity	cobH,
GO:0016994~precorrin-6A reductase activity	cobK,
GO:0017057~6-phosphogluconolactonase activity	pgl,
GO:0017061~S-methyl-5-thioadenosine phosphorylase activity	BPSL1533,
GO:0017076~purine nucleotide binding	pckG,
GO:0017110~nucleoside-diphosphatase activity	nudJ,
GO:0017111~nucleoside-triphosphatase activity	nudJ,BPSL2566,
GO:0017150~tRNA dihydrouridine synthase activity	dusB,dusA,
GO:0017168~5-oxoprolinase (ATP-hydrolyzing) activity	pxpA2,pxpA1,
GO:0018024~histone-lysine N-methyltransferase activity	BPSS0825,
GO:0018454~acetoacetyl-CoA reductase activity	phbB,
GO:0018467~formaldehyde dehydrogenase activity	fdhA,
GO:0018480~5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity	hpcC,
GO:0018576~catechol 1,2-dioxygenase activity	catA,
GO:0018578~protocatechuate 3,4-dioxygenase activity	pcaG,pcaH,
GO:0018580~nitronate monooxygenase activity	BPSL3285,BPSL2363,BPSL1551,BPSL0328,
GO:0018623~benzoate 1,2-dioxygenase activity	benB,benA,
GO:0018659~4-hydroxybenzoate 3-monooxygenase activity	pobA,
GO:0018738~S-formylglutathione hydrolase activity	fghA,
GO:0018800~5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity	BPSS0693,BPSS0692,
GO:0018802~2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity	hpcH,
GO:0018817~2-oxo-hept-3-ene-1,7-dioate hydratase activity	hpcG,
GO:0018838~mandelate racemase activity	BPSL0725,
GO:0018845~2-hydroxychromene-2-carboxylate isomerase activity	BPSL2719,
GO:0018849~muconate cycloisomerase activity	catB,
GO:0018850~chloromuconate cycloisomerase activity	catB,
GO:0019104~DNA N-glycosylase activity	nth,mutY,mutM,
GO:0019120~hydrolase activity, acting on acid halide bonds, in C-halide compounds	BPSS1869,BPSL2191,
GO:0019134~glucosamine-1-phosphate N-acetyltransferase activity	glmU,
GO:0019136~deoxynucleoside kinase activity	BPSL2823,
GO:0019143~3-deoxy-manno-octulosonate-8-phosphatase activity	BPSL2771,BPSL0537,
GO:0019171~3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity	fabZ,
GO:0019177~dihydroneopterin triphosphate pyrophosphohydrolase activity	BPSL0645,
GO:0019205~nucleobase-containing compound kinase activity	adk,
GO:0019213~deacetylase activity	BPSL2101,
GO:0019239~deaminase activity	add,
GO:0019534~toxin transmembrane transporter activity	tolA,
GO:0019808~polyamine binding	potF,BPSS0077,BPSL0108,
GO:0019825~oxygen binding	hmpA,BPSL1482,BPSL1180,
GO:0019829~ATPase-coupled cation transmembrane transporter activity	BPSS0224,BPSL3378,silP,
GO:0019843~rRNA binding	rplK,rplA,rplJ,rpsL,rpsG,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpsQ,rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rplO,infA2,rpsM,rpsK,rpsD,ettA,rsgA,rne,rnc,era,rplT,typA,rlmN,rplI,rpsR,rpsF,rpsO,infA1,rpsT,rplY,rplU,
GO:0020037~heme binding	BPSS2327,katE,cyoB,BPSS1861,BPSS1729,BPSS1719,BPSS1654,BPSS1650,BPSS1487,BPSS1452,BPSS1332,nirB,BPSS1224,katB,BPSS0977,BPSS0404,BPSS0086,BPSS0023,BPSL3354,BPSL3271,BPSL3181,BPSL3179,msrQ,petC,BPSL2994,hmpA,BPSL2351,BPSL2114,BPSL2057,BPSL2017,BPSL1759,BPSL1600,BPSL1482,BPSL1319,BPSL1261,BPSL1260,BPSL1257,BPSL1256,BPSL1180,BPSL1100,BPSL1099,BPSL0968,cysI,kynA,BPSL0723,BPSL0722,BPSL0720,BPSL0697,BPSL0696,BPSL0512,ctaD,BPSL0453,BPSL0071,katG,
GO:0022857~transmembrane transporter activity	glnP,BPSS2296,BPSS2267,BPSS2206,BPSS2155,BPSS2154,BPSS2143,BPSS2123,BPSS2120,BPSS2070,BPSS1936,BPSS1929,BPSS1851,BPSS1752,BPSS1738,BPSS1671,BPSS1656,BPSS1644,BPSS1635,kgtP,BPSS1475,BPSS1458,BPSS1423,BPSS1418,BPSS1357,BPSS1350,BPSS0540,BPSS1329,BPSS1327,BPSS1310,BPSS1292,BPSS1268,BPSS1252,BPSS1244,BPSS1236,BPSS1230,BPSS1215,BPSS1166,narK,BPSS1128,BPSS1120,BPSS1119,BPSS1118,BPSS1112,czcB,czcA,BPSS1037,BPSS1031,BPSS1030,BPSS1011,BPSS0988,hisM,hisQ,BPSS0932,BPSS0922,BPSS0907,BPSS0870,BPSS0842,BPSS0788,BPSS0782,BPSS0762,BPSS0759,BPSS0754,BPSS0750,oprM,BPSS0670,BPSS0625,BPSS0623,BPSS0601,braE,braD,BPSS0566,BPSS0561,BPSS0557,BPSS0556,BPSS0538,BPSS0504,BPSS0503,potG,BPSS0437,BPSS0377,BPSS0366,BPSS0345,BPSS0342,BPSS0330,BPSS0327,BPSS0326,BPSS0294,BPSS0293,BPSS0292,BPSS0272,rbsC,BPSS0244,BPSS0241,BPSS0216,BPSS0147,BPSS0141,BPSS0126,BPSS0051,pcaK,BPSL3415,BPSL3414,BPSL3411,BPSL3410,BPSL3373,BPSL3283,BPSL3251,BPSL3094,BPSL3082,BPSL3078,araH,BPSL2951,BPSL2939,BPSL2927,gltJ,gltK,BPSL2873,tolR,BPSL2737,BPSL2736,BPSL2721,BPSL2713,BPSL2653,BPSL2652,BPSL2620,BPSL2616,BPSL2590,BPSL2540,citA,BPSL2327,BPSL2307,BPSL2235,BPSL2234,BPSL2231,BPSL2180,BPSL2126,BPSL2120,BPSL2033,BPSL2022,BPSL2021,BPSL2000,BPSL1999,BPSL1992,fsr,BPSL1975,BPSL1973,BPSL1972,BPSL1963,emrB,BPSL1913,BPSL1881,BPSL1868,qacE,BPSL1845,nodI,BPSL1832,BPSL1825,BPSL1808,BPSL1807,amrA,amrB,BPSL1802,BPSL1791,BPSL1783,BPSL1753,arcD,BPSL1737,BPSL1735,BPSL1718,BPSL1677,BPSL1652,BPSL1576,BPSL1568,BPSL1567,BPSL1566,BPSL1493,BPSL1473,BPSL1396,BPSL1346,BPSL1339,BPSL1300,BPSL1296,BPSL1268,BPSL1267,BPSL1266,BPSL1184,sugE,BPSL1136,BPSL1127,BPSL1093,BPSL1075,BPSL1048,BPSL1018,BPSL0977,BPSL0921,BPSL0920,BPSL0888,BPSL0845,BPSL0837,BPSL0817,oprB,bpeB,bpeA,BPSL0773,BPSL0676,BPSL0625,BPSL0546,BPSL0474,BPSL0468,BPSL0424,silA,BPSL0308,BPSL0282,BPSL0248,BPSL0238,BPSL0218,BPSL0195,BPSL0049,BPSL0048,BPSL0022,BPSL0019,BPSL2729,
GO:0030060~L-malate dehydrogenase activity	mdh,
GO:0030145~manganese ion binding	catB,mhpE,BPSL2892,ribB,lpxH,rnhB,pckG,pepA,
GO:0030151~molybdenum ion binding	modE,BPSS0969,BPSS0707,xdhB,BPSL0935,
GO:0030170~pyridoxal phosphate binding	ilvA,BPSS2333,tyrB2,BPSS2171,dsdA,BPSS2025,BPSS2021,BPSS1739,metZ,BPSS1635,BPSS1467,BPSS1341,acdS,BPSS1200,BPSS1197,BPSS0970,BPSS0913,BPSS0869,tyrB1,BPSS0742,BPSS0726,dadX,BPSS0707,glyA2,BPSS0502,BPSS0468,BPSS0449,tyrB,BPSS0308,BPSS0282,gabT,BPSS0190,kbl,BPSL3384,lysA,hisC2,BPSL2846,wcbT,glyA1,BPSL2650,BPSL2629,hemL,serC,argM,BPSL2372,BPSL2335,iscS,BPSL2168,BPSL2102,BPSL2083,BPSL1724,BPSL1542,thrC,BPSL1476,BPSL1321,BPSL1310,BPSL1239,BPSL1086,BPSL1083,cobC,BPSL0935,argD,kynU,hisC1,BPSL0476,bioA,bioF,
GO:0030234~enzyme regulator activity	glnB2,glnB1,
GO:0030246~carbohydrate binding	BPSS2067,BPSS0253,BPSS0159,BPSS0144,BPSL2964,BPSL1763,BPSL1382,BPSL0838,BPSL0809,BPSL0500,
GO:0030247~polysaccharide binding	BPSL0500,
GO:0030272~5-formyltetrahydrofolate cyclo-ligase activity	BPSL0261,
GO:0030366~molybdopterin synthase activity	moaE,
GO:0030429~kynureninase activity	kynU,
GO:0030523~dihydrolipoamide S-acyltransferase activity	pdhB,
GO:0030604~1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	dxr,
GO:0030788~precorrin-2 C20-methyltransferase activity	cobI,
GO:0030789~precorrin-3B C17-methyltransferase activity	cobJ,
GO:0030955~potassium ion binding	pyk,kdpA,pykA,
GO:0030976~thiamine pyrophosphate binding	BPSS1879,dxs,poxB,BPSS0902,BPSS0609,BPSS0508,BPSS0414,ilvG,BPSL3241,BPSL1995,sucA,gcl,ilvI,BPSL0842,BPSL0724,BPSL0356,
GO:0030983~mismatched DNA binding	mutL,mutS,
GO:0031071~cysteine desulfurase activity	BPSS2121,BPSS1341,BPSL2372,iscS,
GO:0031072~heat shock protein binding	dnaJ,
GO:0031177~phosphopantetheine binding	BPSS2038,BPSS1634,BPSS1633,BPSS1632,BPSS1271,BPSS1269,BPSS1266,BPSS1197,BPSS1194,BPSS1193,BPSS1173,BPSS1172,BPSS1171,BPSS1170,BPSS1008,BPSS1007,BPSS1006,pchE,BPSS0486,BPSS0311,BPSS0306,BPSS0130,wcbR,BPSL2232,BPSL2229,BPSL1778,BPSL1727,BPSL1712,
GO:0031418~L-ascorbic acid binding	BPSS1206,
GO:0031419~cobalamin binding	BPSS2282,BPSS0479,BPSS0027,eutC,metH1,
GO:0031992~energy transducer activity	BPSS0368,
GO:0032549~ribonucleoside binding	rpoB,
GO:0032559~adenyl ribonucleotide binding	atpA1,
GO:0032843~hydroperoxide reductase activity	ahpD,
GO:0032977~membrane insertase activity	yidC,
GO:0033232~ABC-type D-methionine transporter activity	metN2,metN1,
GO:0033265~choline binding	BPSS1423,BPSS0566,BPSS0561,
GO:0033592~RNA strand annealing activity	BPSS1092,
GO:0033735~aspartate dehydrogenase activity	nadX,
GO:0033739~preQ1 synthase activity	queF,
GO:0033743~peptide-methionine (R)-S-oxide reductase activity	msrB,
GO:0033744~L-methionine:thioredoxin-disulfide S-oxidoreductase activity	msrA,
GO:0033812~3-oxoadipyl-CoA thiolase activity	pcaF,paaJ,
GO:0033818~beta-ketoacyl-acyl-carrier-protein synthase III activity	fabH,
GO:0033819~lipoyl(octanoyl) transferase activity	lipB,
GO:0033856~pyridoxine 5'-phosphate synthase activity	pdxJ,
GO:0033862~UMP kinase activity	pyrH,
GO:0033863~ribose 1,5-bisphosphate phosphokinase activity	phnN,
GO:0033897~ribonuclease T2 activity	BPSS0627,
GO:0033942~4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity	BPSL2078,
GO:0033971~hydroxyisourate hydrolase activity	BPSL2113,
GO:0033980~phosphonopyruvate decarboxylase activity	BPSS0609,BPSS0508,
GO:0034023~5-(carboxyamino)imidazole ribonucleotide mutase activity	purE,
GO:0034028~5-(carboxyamino)imidazole ribonucleotide synthase activity	purK,
GO:0034040~ATPase-coupled lipid transmembrane transporter activity	msbA,
GO:0034057~RNA strand-exchange activity	BPSS1092,
GO:0034335~DNA negative supercoiling activity	gyrA,
GO:0034386~4-aminobutyrate:2-oxoglutarate transaminase activity	gabT,
GO:0034480~phosphatidylcholine phospholipase C activity	BPSS0067,acpA,plcN2,plcN,
GO:0034979~NAD-dependent protein deacetylase activity	cobB,
GO:0035438~cyclic-di-GMP binding	BPSS1579,bcsA,BPSS0735,ycgR,
GO:0035529~NADH pyrophosphatase activity	BPSL1159,
GO:0035596~methylthiotransferase activity	rimO,miaB,
GO:0035870~dITP diphosphatase activity	BPSL2566,
GO:0036009~protein-glutamine N-methyltransferase activity	prmC,prmB,
GO:0036218~dTTP diphosphatase activity	BPSL1159,
GO:0036220~ITP diphosphatase activity	BPSL2566,
GO:0036221~UTP diphosphatase activity	BPSL1159,
GO:0036222~XTP diphosphatase activity	BPSL2566,
GO:0036307~23S rRNA (adenine(2030)-N(6))-methyltransferase activity	rlmJ,
GO:0036361~racemase activity, acting on amino acids and derivatives	murI,BPSL2119,
GO:0036374~glutathione hydrolase activity	BPSS1288,BPSL0416,
GO:0036402~proteasome-activating activity	hslU,
GO:0036424~L-phosphoserine phosphatase activity	BPSL1543,
GO:0036428~adenosylcobinamide kinase (GTP-specific) activity	BPSL0986,
GO:0036429~adenosylcobinamide kinase (ATP-specific) activity	BPSL0986,
GO:0036430~CMP kinase activity	cmk,
GO:0036431~dCMP kinase activity	cmk,
GO:0036440~citrate synthase activity	gltA,prpC,
GO:0038023~signaling receptor activity	BPSS1204,BPSS1029,fptA,BPSL2724,BPSL1775,
GO:0042132~fructose 1,6-bisphosphate 1-phosphatase activity	fbp,
GO:0042242~cobyrinic acid a,c-diamide synthase activity	cobB,
GO:0042277~peptide binding	surA,
GO:0042286~glutamate-1-semialdehyde 2,1-aminomutase activity	hemL,
GO:0042300~beta-amyrin synthase activity	shc,
GO:0042301~phosphate ion binding	pstS,
GO:0042586~peptide deformylase activity	def,
GO:0042626~ATPase-coupled transmembrane transporter activity	BPSS0928,metN2,metN1,BPSL1252,BPSL0822,
GO:0042803~protein homodimerization activity	grpE,hemF,argG,
GO:0042834~peptidoglycan binding	BPSS2145,BPSS1694,BPSL0382,
GO:0042910~xenobiotic transmembrane transporter activity	BPSS0503,BPSL2620,norM,emrA,BPSL1489,BPSL1378,
GO:0042925~benzoate transmembrane transporter activity	BPSL1096,
GO:0043022~ribosome binding	infA2,ettA,ychF,BPSL2749,rimM,lepA,typA,uup,infA1,
GO:0043023~ribosomal large subunit binding	ychF,hslR,
GO:0043138~3'-5' DNA helicase activity	recQ,
GO:0043167~ion binding	BPSS1241,
GO:0043169~cation binding	glgB,
GO:0043333~2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity	ubiE,
GO:0043531~ADP binding	BPSL2143,
GO:0043546~molybdopterin cofactor binding	BPSS2299,fdoG,BPSS1241,narG,BPSS0969,msrP,BPSL3038,fdsA,BPSL2207,BPSL0510,
